date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:35:15	3602/3602	---M--	200	added ('OK')	image/png	etag:%22e12-55ac6e9e9ee80%22	http://localhost/gst/wp-content/themes/GST_THEME_BASIC/images/email_icon.png	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/themes/GST_THEME_BASIC/images/email_icon.png	(from http://localhost/gst/)
14:35:16	45632/45632	---MC-	200	added ('OK')	text/html	date:Thu,%2007%20Mar%202019%2014:35:14%20GMT	http://localhost/gst/website-under-construction/	C:/My%20Web%20Sites/freelancework1/localhost/gst/website-under-construction/index.html	(from http://localhost/gst/)
14:35:16	45365/45365	---MC-	200	added ('OK')	text/html	date:Thu,%2007%20Mar%202019%2014:35:15%20GMT	http://localhost/gst/html5-tutorials/	C:/My%20Web%20Sites/freelancework1/localhost/gst/html5-tutorials/index.html	(from http://localhost/gst/)
14:35:17	335/335	---M--	200	added ('OK')	image/png	etag:%2214f-55b3023478200%22	http://localhost/gst/wp-content/themes/GST_THEME_BASIC/images/twittericon.png	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/themes/GST_THEME_BASIC/images/twittericon.png	(from http://localhost/gst/)
14:35:19	45277/45277	---MC-	200	added ('OK')	text/html	date:Thu,%2007%20Mar%202019%2014:35:17%20GMT	http://localhost/gst/112/	C:/My%20Web%20Sites/freelancework1/localhost/gst/112/index.html	(from http://localhost/gst/)
14:35:19	84474/84474	---M--	200	added ('OK')	image/png	etag:%22149fa-55ac798141d00%22	http://localhost/gst/wp-content/themes/GST_THEME_BASIC/images/websitefromonly.png	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/themes/GST_THEME_BASIC/images/websitefromonly.png	(from http://localhost/gst/)
14:35:20	45279/45279	---MC-	200	added ('OK')	text/html	date:Thu,%2007%20Mar%202019%2014:35:17%20GMT	http://localhost/gst/114/	C:/My%20Web%20Sites/freelancework1/localhost/gst/114/index.html	(from http://localhost/gst/)
14:35:20	45421/45421	---MC-	200	added ('OK')	text/html	date:Thu,%2007%20Mar%202019%2014:35:17%20GMT	http://localhost/gst/124/	C:/My%20Web%20Sites/freelancework1/localhost/gst/124/index.html	(from http://localhost/gst/)
14:35:21	2690/2690	---M--	200	added ('OK')	application/javascript	etag:%22a82-5720ecbcef580%22	http://localhost/gst/wp-content/themes/Storefront/assets/js/navigation.min.js?ver=2.3.3	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/themes/Storefront/assets/js/navigation.minb6db.js	(from http://localhost/gst/)
14:35:21	447/447	---M--	200	added ('OK')	application/javascript	etag:%221bf-5720ecbcef580%22	http://localhost/gst/wp-content/themes/Storefront/assets/js/skip-link-focus-fix.min.js?ver=20130115	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/themes/Storefront/assets/js/skip-link-focus-fix.min08e0.js	(from http://localhost/gst/)
14:35:21	1403/1403	---M--	200	added ('OK')	application/javascript	etag:%2257b-5836fa6c39f80%22	http://localhost/gst/wp-includes/js/wp-embed.min.js?ver=5.1	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-includes/js/wp-embed.minc721.js	(from http://localhost/gst/)
14:35:21	1017/1017	---M--	200	added ('OK')	image/png	etag:%223f9-58346e797fc00%22	http://localhost/gst/wp-content/plugins/portfolio-wp/images/general/icons/close-icon-2.png	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/plugins/portfolio-wp/images/general/icons/close-icon-2.png	(from http://localhost/gst/wp-content/plugins/portfolio-wp/css/crp-main-front.css?ver=5.1)
14:35:27	60767/60767	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22ed5f-58346e797fc00%22	http://localhost/gst/wp-content/plugins/portfolio-wp/css/fonts/fontawesome-webfont.eot?v=4.3.0	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/plugins/portfolio-wp/css/fonts/fontawesome-webfonte0a5.eot	(from http://localhost/gst/wp-content/plugins/portfolio-wp/css/fontawesome/font-awesome.css?ver=5.1)
14:35:31	60767/60767	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22ed5f-58346e797fc00%22	http://localhost/gst/wp-content/plugins/portfolio-wp/css/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/plugins/portfolio-wp/css/fonts/fontawesome-webfontd41d.eot	(from http://localhost/gst/wp-content/plugins/portfolio-wp/css/fontawesome/font-awesome.css?ver=5.1)
14:35:31	56780/56780	---M--	200	added ('OK')	font/woff2	etag:%22ddcc-58346e797fc00%22	http://localhost/gst/wp-content/plugins/portfolio-wp/css/fonts/fontawesome-webfont.woff2?v=4.3.0	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/plugins/portfolio-wp/css/fonts/fontawesome-webfonte0a5.woff2	(from http://localhost/gst/wp-content/plugins/portfolio-wp/css/fontawesome/font-awesome.css?ver=5.1)
14:35:31	313398/313398	---M--	200	added ('OK')	image/svg+xml	etag:%224c836-58346e797fc00%22	http://localhost/gst/wp-content/plugins/portfolio-wp/css/fonts/fontawesome-webfont.svg?v=4.3.0	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/plugins/portfolio-wp/css/fonts/fontawesome-webfonte0a5.svg	(from http://localhost/gst/wp-content/plugins/portfolio-wp/css/fontawesome/font-awesome.css?ver=5.1)
14:35:35	71508/71508	---M--	200	added ('OK')	font/woff	etag:%2211754-58346e797fc00%22	http://localhost/gst/wp-content/plugins/portfolio-wp/css/fonts/fontawesome-webfont.woff?v=4.3.0	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/plugins/portfolio-wp/css/fonts/fontawesome-webfonte0a5.woff	(from http://localhost/gst/wp-content/plugins/portfolio-wp/css/fontawesome/font-awesome.css?ver=5.1)
14:35:40	44004/44004	---M--	200	added ('OK')	font/woff2	etag:%22abe4-5720ecbcef580%22	http://localhost/gst/wp-content/themes/Storefront/assets/fonts/fa-solid-900.woff2	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/themes/Storefront/assets/fonts/fa-solid-900.woff2	(from http://localhost/gst/wp-content/themes/Storefront/assets/css/base/icons.css?ver=2.3.3)
14:35:44	55484/55484	---M--	200	added ('OK')	font/woff	etag:%22d8bc-5720ecbcef580%22	http://localhost/gst/wp-content/themes/Storefront/assets/fonts/fa-solid-900.woff	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/themes/Storefront/assets/fonts/fa-solid-900.woff	(from http://localhost/gst/wp-content/themes/Storefront/assets/css/base/icons.css?ver=2.3.3)
14:35:48	122092/122092	---M--	200	added ('OK')	font/ttf	etag:%221dcec-58346e797fc00%22	http://localhost/gst/wp-content/plugins/portfolio-wp/css/fonts/fontawesome-webfont.ttf?v=4.3.0	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/plugins/portfolio-wp/css/fonts/fontawesome-webfonte0a5.ttf	(from http://localhost/gst/wp-content/plugins/portfolio-wp/css/fontawesome/font-awesome.css?ver=5.1)
14:35:48	420250/420250	---M--	200	added ('OK')	image/svg+xml	etag:%226699a-5720ecbcef580%22	http://localhost/gst/wp-content/themes/Storefront/assets/fonts/fa-solid-900.svg	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/themes/Storefront/assets/fonts/fa-solid-900.svg	(from http://localhost/gst/wp-content/themes/Storefront/assets/css/base/icons.css?ver=2.3.3)
14:35:50	2205/2205	---M--	200	added ('OK')	application/json	date:Thu,%2007%20Mar%202019%2014:35:48%20GMT	http://localhost/gst/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fgst%2Fservices%2F	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-json/oembed/1.0/embeddecc.json	(from http://localhost/gst/services/)
14:35:52	115152/115152	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221c1d0-5720ecbcef580%22	http://localhost/gst/wp-content/themes/Storefront/assets/fonts/fa-solid-900.eot	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/themes/Storefront/assets/fonts/fa-solid-900.eot	(from http://localhost/gst/wp-content/themes/Storefront/assets/css/base/icons.css?ver=2.3.3)
14:35:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Mar%202019%2014:35:51%20GMT	http://localhost/gst/?p=8	C:/My%20Web%20Sites/freelancework1/localhost/gst/index2df4.html	(from http://localhost/gst/services/)
14:35:53	2298/2298	---M--	200	added ('OK')	text/xml	date:Thu,%2007%20Mar%202019%2014:35:52%20GMT	http://localhost/gst/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fgst%2Fservices%2F&format=xml	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-json/oembed/1.0/embed191d	(from http://localhost/gst/services/)
14:35:53	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Mar%202019%2014:35:53%20GMT	http://localhost/gst/?p=155	C:/My%20Web%20Sites/freelancework1/localhost/gst/index43b2.html	(from http://localhost/gst/our-work/)
14:35:53	2205/2205	---M--	200	added ('OK')	application/json	date:Thu,%2007%20Mar%202019%2014:35:53%20GMT	http://localhost/gst/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fgst%2Four-work%2F	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-json/oembed/1.0/embed63bb.json	(from http://localhost/gst/our-work/)
14:35:54	2298/2298	---M--	200	added ('OK')	text/xml	date:Thu,%2007%20Mar%202019%2014:35:53%20GMT	http://localhost/gst/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fgst%2Four-work%2F&format=xml	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-json/oembed/1.0/embed0145	(from http://localhost/gst/our-work/)
14:35:56	15414/15414	---M--	200	added ('OK')	application/javascript	etag:%223c36-58346e7b68080%22	http://localhost/gst/wp-content/plugins/portfolio-wp/js/jquery/jquery.modernizr.min.js	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/plugins/portfolio-wp/js/jquery/jquery.modernizr.min.js	(from http://localhost/gst/our-work/)
14:35:57	115152/115152	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221c1d0-5720ecbcef580%22	http://localhost/gst/wp-content/themes/Storefront/assets/fonts/fa-solid-900.eot?	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/themes/Storefront/assets/fonts/fa-solid-900d41d.eot	(from http://localhost/gst/wp-content/themes/Storefront/assets/css/base/icons.css?ver=2.3.3)
14:35:57	14630/14630	---M--	200	added ('OK')	application/javascript	etag:%223926-58346e7b68080%22	http://localhost/gst/wp-content/plugins/portfolio-wp/js/crp-tiled-layer.js	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/plugins/portfolio-wp/js/crp-tiled-layer.js	(from http://localhost/gst/our-work/)
14:35:57	382/382	---M--	200	added ('OK')	text/css	etag:%2217e-58346e797fc00%22	http://localhost/gst/wp-content/plugins/portfolio-wp/css/crp-tiled-layer.css	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/plugins/portfolio-wp/css/crp-tiled-layer.css	(from http://localhost/gst/our-work/)
14:35:57	19132/19132	---M--	200	added ('OK')	text/css	etag:%224abc-58346e797fc00%22	http://localhost/gst/wp-content/plugins/portfolio-wp/css/lightgallery/lightgallery.css	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/plugins/portfolio-wp/css/lightgallery/lightgallery.css	(from http://localhost/gst/our-work/)
14:35:58	1727/1727	---M--	200	added ('OK')	text/css	etag:%226bf-58346e797fc00%22	http://localhost/gst/wp-content/plugins/portfolio-wp/css/crp-captions.css	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/plugins/portfolio-wp/css/crp-captions.css	(from http://localhost/gst/our-work/)
14:36:01	114932/114932	---M--	200	added ('OK')	font/ttf	etag:%221c0f4-5720ecbcef580%22	http://localhost/gst/wp-content/themes/Storefront/assets/fonts/fa-solid-900.ttf	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/themes/Storefront/assets/fonts/fa-solid-900.ttf	(from http://localhost/gst/wp-content/themes/Storefront/assets/css/base/icons.css?ver=2.3.3)
14:36:03	37887/37887	---M--	200	added ('OK')	application/javascript	etag:%2293ff-58346e7b68080%22	http://localhost/gst/wp-content/plugins/portfolio-wp/js/jquery/jquery.lightgallery.min.js	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/plugins/portfolio-wp/js/jquery/jquery.lightgallery.min.js	(from http://localhost/gst/our-work/)
14:36:06	16643/16643	---M--	200	added ('OK')	image/jpeg	etag:%224103-55b2f15fc4c80%22	http://localhost/gst/wp-content/uploads/2017/10/winchampion_wordpress-300x207.jpg	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/uploads/2017/10/winchampion_wordpress-300x207.jpg	(from http://localhost/gst/our-work/)
14:36:12	84270/84270	---M--	200	added ('OK')	image/png	etag:%221492e-55af9d1840500%22	http://localhost/gst/wp-content/uploads/2017/10/wordpress_sports-278x300.png	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/uploads/2017/10/wordpress_sports-278x300.png	(from http://localhost/gst/our-work/)
14:36:14	8554/8554	---M--	200	added ('OK')	image/jpeg	etag:%22216a-55af9d0715c80%22	http://localhost/gst/wp-content/uploads/2017/10/wordpress_music_pg1-300x169.jpg	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/uploads/2017/10/wordpress_music_pg1-300x169.jpg	(from http://localhost/gst/our-work/)
14:36:21	125254/125254	---M--	200	added ('OK')	image/jpeg	etag:%221e946-55b2f15fc4c80%22	http://localhost/gst/wp-content/uploads/2017/10/winchampion_wordpress.jpg	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/uploads/2017/10/winchampion_wordpress.jpg	(from http://localhost/gst/our-work/)
14:36:23	10246/10246	---M--	200	added ('OK')	image/jpeg	etag:%222806-55af9d0eb6e80%22	http://localhost/gst/wp-content/uploads/2017/10/wordpress_music_pg3-300x169.jpg	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/uploads/2017/10/wordpress_music_pg3-300x169.jpg	(from http://localhost/gst/our-work/)
14:37:08	384112/384112	---M--	200	added ('OK')	image/jpeg	etag:%225dc70-55af9d0715c80%22	http://localhost/gst/wp-content/uploads/2017/10/wordpress_music_pg1.jpg	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/uploads/2017/10/wordpress_music_pg1.jpg	(from http://localhost/gst/our-work/)
14:37:10	9877/9877	---M--	200	added ('OK')	image/jpeg	etag:%222695-55af9d146fc00%22	http://localhost/gst/wp-content/uploads/2017/10/wordpress_music_pg4-300x169.jpg	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/uploads/2017/10/wordpress_music_pg4-300x169.jpg	(from http://localhost/gst/our-work/)
14:37:16	486136/486136	---M--	200	added ('OK')	image/png	etag:%2276af8-55af9d1840500%22	http://localhost/gst/wp-content/uploads/2017/10/wordpress_sports.png	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/uploads/2017/10/wordpress_sports.png	(from http://localhost/gst/our-work/)
14:37:18	11894/11894	---M--	200	added ('OK')	image/jpeg	etag:%222e76-55af9cf032680%22	http://localhost/gst/wp-content/uploads/2017/10/dynamic_dance_pg1-300x171.jpg	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/uploads/2017/10/dynamic_dance_pg1-300x171.jpg	(from http://localhost/gst/our-work/)
14:37:19	407836/407836	---M--	200	added ('OK')	image/jpeg	etag:%226391c-55af9d0eb6e80%22	http://localhost/gst/wp-content/uploads/2017/10/wordpress_music_pg3.jpg	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/uploads/2017/10/wordpress_music_pg3.jpg	(from http://localhost/gst/our-work/)
14:37:21	11093/11093	---M--	200	added ('OK')	image/jpeg	etag:%222b55-55af9cfd8c600%22	http://localhost/gst/wp-content/uploads/2017/10/dynamic_dance_pg3-300x170.jpg	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/uploads/2017/10/dynamic_dance_pg3-300x170.jpg	(from http://localhost/gst/our-work/)
14:37:26	390184/390184	---M--	200	added ('OK')	image/jpeg	etag:%225f428-55af9d146fc00%22	http://localhost/gst/wp-content/uploads/2017/10/wordpress_music_pg4.jpg	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/uploads/2017/10/wordpress_music_pg4.jpg	(from http://localhost/gst/our-work/)
14:37:28	12675/12675	---M--	200	added ('OK')	image/jpeg	etag:%223183-55af9cf7d3880%22	http://localhost/gst/wp-content/uploads/2017/10/dynamic_dance_pg2-300x171.jpg	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/uploads/2017/10/dynamic_dance_pg2-300x171.jpg	(from http://localhost/gst/our-work/)
14:37:57	177377/177377	---M--	200	added ('OK')	image/jpeg	etag:%222b4e1-55af9cff74a80%22	http://localhost/gst/wp-content/uploads/2017/10/dynamic_dance_pg4.jpg	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/uploads/2017/10/dynamic_dance_pg4.jpg	(from http://localhost/gst/our-work/)
14:37:58	6435/6435	---M--	200	added ('OK')	image/jpeg	etag:%221923-55af9cff74a80%22	http://localhost/gst/wp-content/uploads/2017/10/dynamic_dance_pg4-300x169.jpg	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/uploads/2017/10/dynamic_dance_pg4-300x169.jpg	(from http://localhost/gst/our-work/)
14:38:46	595443/595443	---M--	200	added ('OK')	image/jpeg	etag:%22915f3-55af9cf032680%22	http://localhost/gst/wp-content/uploads/2017/10/dynamic_dance_pg1.jpg	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/uploads/2017/10/dynamic_dance_pg1.jpg	(from http://localhost/gst/our-work/)
14:38:48	13721/13721	---M--	200	added ('OK')	image/jpeg	etag:%223599-55af9d052d800%22	http://localhost/gst/wp-content/uploads/2017/10/static_business-229x300.jpg	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/uploads/2017/10/static_business-229x300.jpg	(from http://localhost/gst/our-work/)
14:38:50	2203/2203	---M--	200	added ('OK')	application/json	date:Thu,%2007%20Mar%202019%2014:38:49%20GMT	http://localhost/gst/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fgst%2Faboutus%2F	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-json/oembed/1.0/embed4ded.json	(from http://localhost/gst/aboutus/)
14:38:50	730/730	---M--	200	added ('OK')	application/rss+xml	etag:%22fa2cefbb42d434a50ddea4f20195c95b%22	http://localhost/gst/aboutus/feed/	C:/My%20Web%20Sites/freelancework1/localhost/gst/aboutus/feed/index.html	(from http://localhost/gst/aboutus/)
14:38:51	2296/2296	---M--	200	added ('OK')	text/xml	date:Thu,%2007%20Mar%202019%2014:38:50%20GMT	http://localhost/gst/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fgst%2Faboutus%2F&format=xml	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-json/oembed/1.0/embedff4a	(from http://localhost/gst/aboutus/)
14:38:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Mar%202019%2014:38:51%20GMT	http://localhost/gst/?p=5	C:/My%20Web%20Sites/freelancework1/localhost/gst/indexc471.html	(from http://localhost/gst/aboutus/)
14:38:53	47814/47814	---MC-	200	added ('OK')	text/html	date:Thu,%2007%20Mar%202019%2014:38:52%20GMT	http://localhost/gst/wordpress-development/	C:/My%20Web%20Sites/freelancework1/localhost/gst/wordpress-development/index.html	(from http://localhost/gst/?page_id=138)
14:38:56	45679/45679	---MC-	200	added ('OK')	text/html	date:Thu,%2007%20Mar%202019%2014:38:53%20GMT	http://localhost/gst/mobile-application-app-development/	C:/My%20Web%20Sites/freelancework1/localhost/gst/mobile-application-app-development/index.html	(from http://localhost/gst/?page_id=144)
14:38:58	2241/2241	---M--	200	added ('OK')	application/json	date:Thu,%2007%20Mar%202019%2014:38:56%20GMT	http://localhost/gst/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fgst%2Fgraphic-design%2F	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-json/oembed/1.0/embede4f4.json	(from http://localhost/gst/graphic-design/)
14:38:59	761/761	---M--	200	added ('OK')	application/rss+xml	etag:%22fa2cefbb42d434a50ddea4f20195c95b%22	http://localhost/gst/graphic-design/feed/	C:/My%20Web%20Sites/freelancework1/localhost/gst/graphic-design/feed/index.html	(from http://localhost/gst/graphic-design/)
14:39:00	2334/2334	---M--	200	added ('OK')	text/xml	date:Thu,%2007%20Mar%202019%2014:38:59%20GMT	http://localhost/gst/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fgst%2Fgraphic-design%2F&format=xml	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-json/oembed/1.0/embedaa43	(from http://localhost/gst/graphic-design/)
14:39:00	645349/645349	---M--	200	added ('OK')	image/jpeg	etag:%229d8e5-55af9cfd8c600%22	http://localhost/gst/wp-content/uploads/2017/10/dynamic_dance_pg3.jpg	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/uploads/2017/10/dynamic_dance_pg3.jpg	(from http://localhost/gst/our-work/)
14:39:00	394606/394606	---M--	200	added ('OK')	image/jpeg	etag:%226056e-55af9d052d800%22	http://localhost/gst/wp-content/uploads/2017/10/static_business.jpg	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-content/uploads/2017/10/static_business.jpg	(from http://localhost/gst/our-work/)
14:39:00	2117/2117	---M--	200	added ('OK')	application/javascript	etag:%22845-5836fa6498d80%22	http://localhost/gst/wp-includes/js/comment-reply.min.js?ver=5.1	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-includes/js/comment-reply.minc721.js	(from http://localhost/gst/graphic-design/)
14:39:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Mar%202019%2014:39:00%20GMT	http://localhost/gst/?p=60	C:/My%20Web%20Sites/freelancework1/localhost/gst/index0721.html	(from http://localhost/gst/graphic-design/)
14:39:02	45463/45463	---MC-	200	added ('OK')	text/html	date:Thu,%2007%20Mar%202019%2014:39:00%20GMT	http://localhost/gst/who-we-are/	C:/My%20Web%20Sites/freelancework1/localhost/gst/who-we-are/index.html	(from http://localhost/gst/graphic-design/)
14:39:03	50678/50678	---MC-	200	added ('OK')	text/html	date:Thu,%2007%20Mar%202019%2014:39:00%20GMT	http://localhost/gst/author/admin/	C:/My%20Web%20Sites/freelancework1/localhost/gst/author/admin/index.html	(from http://localhost/gst/graphic-design/)
14:39:05	46490/46490	---MC-	200	added ('OK')	text/html	date:Thu,%2007%20Mar%202019%2014:39:02%20GMT	http://localhost/gst/category/home_cat/	C:/My%20Web%20Sites/freelancework1/localhost/gst/category/home_cat/index.html	(from http://localhost/gst/graphic-design/)
14:39:05	2360/2360	---M--	200	added ('OK')	application/json	date:Thu,%2007%20Mar%202019%2014:39:02%20GMT	http://localhost/gst/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fgst%2Fwebsite-under-construction%2F	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-json/oembed/1.0/embedf736.json	(from http://localhost/gst/website-under-construction/)
14:39:05	796/796	---M--	200	added ('OK')	application/rss+xml	etag:%22fa2cefbb42d434a50ddea4f20195c95b%22	http://localhost/gst/website-under-construction/feed/	C:/My%20Web%20Sites/freelancework1/localhost/gst/website-under-construction/feed/index.html	(from http://localhost/gst/website-under-construction/)
14:39:06	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Mar%202019%2014:39:05%20GMT	http://localhost/gst/?p=12	C:/My%20Web%20Sites/freelancework1/localhost/gst/index678b.html	(from http://localhost/gst/website-under-construction/)
14:39:07	2440/2440	---M--	200	added ('OK')	text/xml	date:Thu,%2007%20Mar%202019%2014:39:05%20GMT	http://localhost/gst/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fgst%2Fwebsite-under-construction%2F&format=xml	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-json/oembed/1.0/embed7211	(from http://localhost/gst/website-under-construction/)
14:39:09	45157/45157	---MC-	200	added ('OK')	text/html	date:Thu,%2007%20Mar%202019%2014:39:06%20GMT	http://localhost/gst/category/paragraph2/	C:/My%20Web%20Sites/freelancework1/localhost/gst/category/paragraph2/index.html	(from http://localhost/gst/website-under-construction/)
14:39:09	45347/45347	---MC-	200	added ('OK')	text/html	date:Thu,%2007%20Mar%202019%2014:39:05%20GMT	http://localhost/gst/hello-world-2/	C:/My%20Web%20Sites/freelancework1/localhost/gst/hello-world-2/index.html	(from http://localhost/gst/website-under-construction/)
14:39:09	2195/2195	---M--	200	added ('OK')	application/json	date:Thu,%2007%20Mar%202019%2014:39:07%20GMT	http://localhost/gst/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fgst%2Fhtml5-tutorials%2F	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-json/oembed/1.0/embedccbc.json	(from http://localhost/gst/html5-tutorials/)
14:39:10	747/747	---M--	200	added ('OK')	application/rss+xml	etag:%22fa2cefbb42d434a50ddea4f20195c95b%22	http://localhost/gst/html5-tutorials/feed/	C:/My%20Web%20Sites/freelancework1/localhost/gst/html5-tutorials/feed/index.html	(from http://localhost/gst/html5-tutorials/)
14:39:10	2281/2281	---M--	200	added ('OK')	text/xml	date:Thu,%2007%20Mar%202019%2014:39:09%20GMT	http://localhost/gst/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fgst%2Fhtml5-tutorials%2F&format=xml	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-json/oembed/1.0/embed0a33	(from http://localhost/gst/html5-tutorials/)
14:39:10	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Mar%202019%2014:39:10%20GMT	http://localhost/gst/?p=63	C:/My%20Web%20Sites/freelancework1/localhost/gst/index2cce.html	(from http://localhost/gst/html5-tutorials/)
14:39:12	45418/45418	---MC-	200	added ('OK')	text/html	date:Thu,%2007%20Mar%202019%2014:39:09%20GMT	http://localhost/gst/css3-tutorial/	C:/My%20Web%20Sites/freelancework1/localhost/gst/css3-tutorial/index.html	(from http://localhost/gst/html5-tutorials/)
14:39:14	2171/2171	---M--	200	added ('OK')	application/json	date:Thu,%2007%20Mar%202019%2014:39:11%20GMT	http://localhost/gst/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fgst%2F112%2F	C:/My%20Web%20Sites/freelancework1/localhost/gst/wp-json/oembed/1.0/embed1bfa.json	(from http://localhost/gst/112/)
14:39:15	48415/48415	---MC-	200	added ('OK')	text/html	date:Thu,%2007%20Mar%202019%2014:39:10%20GMT	http://localhost/gst/category/uncategorised/	C:/My%20Web%20Sites/freelancework1/localhost/gst/category/uncategorised/index.html	(from http://localhost/gst/html5-tutorials/)
14:39:15	723/723	---M--	200	added ('OK')	application/rss+xml	etag:%22fa2cefbb42d434a50ddea4f20195c95b%22	http://localhost/gst/112/feed/	C:/My%20Web%20Sites/freelancework1/localhost/gst/112/feed/index.html	(from http://localhost/gst/112/)
14:39:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Mar%202019%2014:39:15%20GMT	http://localhost/gst/?p=112	C:/My%20Web%20Sites/freelancework1/localhost/gst/index8820.html	(from http://localhost/gst/112/)
